#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Cryphonectria parasitica	5116	PRJNA644891	644891	Fungi	Ascomycetes	44.3038	50.6	GCA_014850145.1	-	JACWTL01	1573	-	-	2020/10/05	2020/10/19	Scaffold	Swiss Federal Research Institute WSL	SAMN15482000
Verticillium dahliae	27337	PRJNA576642	576642	Fungi	Ascomycetes	34.192	54.8	GCA_011032965.1	-	WNXK01	1820	-	-	2020/02/27	2020/02/27	Scaffold	UCD	SAMN13000170
Fusarium oxysporum f. sp. lini	120040	PRJNA630722	630722	Fungi	Ascomycetes	46.8829	48.5183	GCA_013423225.1	chromosome 1:CM024050.1; chromosome 2:CM024051.1; chromosome 3:CM024052.1; chromosome 4:CM024053.1; chromosome 5:CM024054.1; chromosome 6:CM024055.1; chromosome 7:CM024056.1; chromosome 8:CM024057.1; chromosome 9:CM024058.1; chromosome 10:CM024059.1; chromosome 11:CM024060.1; chromosome 12:CM024061.1; chromosome 13:CM024062.1; chromosome 14:CM024063.1; chromosome 15:CM024064.1; chromosome 16:CM024065.1; chromosome 17:CM024066.1; chromosome 18:CM024067.1; chromosome 19:CM024068.1	JABJUE01	197	-	-	2020/07/17	2020/07/21	Chromosome	St. Petersburg University	SAMN14843948
Aspergillus oryzae RIB40	510516	PRJNA277168	277168	Fungi	Ascomycetes	37.0643	48.3	GCA_000965245.1	-	JZJM01	120	-	-	2015/03/27	2015/03/27	Scaffold	National Institute of Advanced Industrial Science and Technology, AIST	SAMN03379015
Botrytis cinerea	40559	PRJNA624742	624742	Fungi	Ascomycetes	41.33	42.5	GCA_015148685.1	-	JACVFQ01	2745	-	-	2020/10/30	2020/10/30	Contig	INRAE	SAMN14582881
Parastagonospora nodorum	13684	PRJNA476481	476481	Fungi	Ascomycetes	42.1004	48.7	GCA_003503085.1	-	QVWG01	7651	-	-	2018/09/07	2018/09/07	Scaffold	Centre for Crop & Disease Management, Curtin University	SAMN09435523
Oryza rufipogon	4529	PRJEB29274	514645	Plants	Land Plants	0.425584	43.1	GCA_900609535.1	-	UXCS01	176	-	-	2019/01/10	2019/01/10	Contig	HUAZHONG AGRICULTRAL UNIVERSITY	SAMEA1531088
Aspergillus niger	5061	PRJNA355122	355122	Fungi	Ascomycetes	36.079	49.5	GCA_001931795.1	-	MSJD01	223	-	-	2017/01/04	2017/01/04	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN06076678
Saccharomyces pastorianus	27292	PRJNA522928	522928	Fungi	Ascomycetes	22.2553	39	GCA_013181485.1	-	DUYK01	1039	-	-	2020/05/28	2020/05/28	Scaffold	University of Wisconsin-Madison	SAMN03174145
Aspergillus flavus	5059	PRJNA523224	523224	Fungi	Ascomycetes	37.6901	47.3836	GCA_013146025.1	mitochondrion MT:CM023214.1	SJFI01	98	-	-	2020/05/22	2020/05/26	Scaffold	USDA	SAMN10967260
Komagataella pastoris	4922	PRJEB12220	311185	Fungi	Ascomycetes	9.36572	41.1	GCA_900016545.1	-	FBTT01	170	-	-	2016/02/06	2016/02/06	Contig	Center for Biotechnology, Bielefeld University	SAMEA3719063
Rhizopus oryzae	64495	PRJNA475137	475137	Fungi	Other Fungi	42.2519	34.987	GCA_011801055.1	mitochondrion MT:CM022331.1	JAANRO01	13463	14448	14441	2020/03/31	2021/01/08	Scaffold	J Craig Venter Institute	SAMN14162312
Clavispora lusitaniae	36911	PRJNA433226	433226	Fungi	Ascomycetes	11.9277	44.5	GCA_003675595.1	-	QOBH01	107	-	-	2018/10/23	2018/11/08	Scaffold	University of California, Riverside	SAMN08565645
Phytophthora ramorum	164328	PRJNA177509	177509	Protists	Other Protists	39.0395	54	GCA_001933315.1	-	MLIZ01	4706	-	-	2017/01/04	2017/01/04	Scaffold	University of Exeter	SAMN01797769
Yarrowia lipolytica	4952	PRJNA370155	370155	Fungi	Ascomycetes	20.1449	49	GCA_003367925.1	-	QPFH01	355	7195	6751	2018/08/06	2018/08/10	Scaffold	DOE Joint Genome Institute	SAMN06296432
Canis lupus familiaris	9615	PRJEB31489	572806	Animals	Mammals	0.016129	39.5	GCA_902724475.1	chromosome 1:LR745114.1	-	1	-	-	2020/01/09	2020/01/09	Chromosome	CENTRE FOR GEOGENETICS	SAMEA6249933
Saccharomyces kudriavzevii FM1057	1163634	PRJNA42347	42347	Fungi	Ascomycetes	9.31839	42.9	GCA_000256745.1	-	AJHQ01	1717	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829181
Pyricularia oryzae	318829	PRJEB40915	674260	Fungi	Ascomycetes	46.0865	51	GCA_905067045.2	-	CAJHIG02	36	-	-	2020/11/18	2020/12/12	Contig	THE SAINSBURY LABORATORY	SAMEA7473264
Cryptococcus neoformans var. grubii Bt15	1230071	PRJNA174554	174554	Fungi	Basidiomycetes	18.7261	47.4	GCA_002222335.1	-	AMKU01	33	6917	6917	2017/07/20	2017/07/20	Scaffold	Broad Institute	SAMN01162760
Mus musculus	10090	PRJNA59879	59879	Animals	Mammals	2561.49	42.4	GCA_000185125.1	-	AEKR01	41268	-	-	2011/01/04	2014/08/11	Scaffold	Broad Institute	SAMN02981292
Drosophila melanogaster	7227	PRJNA618654	618654	Animals	Insects	167.834	41.6272	GCA_015852585.1	chromosome X:CM027589.1; chromosome 2L:CM027590.1; chromosome 2R:CM027591.1; chromosome 3L:CM027592.1; chromosome 3R:CM027593.1; chromosome 4:CM027594.1	JAAWVS01	16	-	-	2020/12/08	2020/12/09	Chromosome	VetMedUni Vienna	SAMN14492295
Caenorhabditis elegans	6239	PRJNA261962	261962	Animals	Roundworms	135.726	37.1	GCA_001483305.2	-	LNZE02	2084	-	-	2015/12/29	2017/12/05	Scaffold	Hong Kong Baptist University	SAMN03078449
Plasmodium falciparum	5833	PRJNA498674	498674	Protists	Apicomplexans	23.4046	19.3919	GCA_009761475.1	mitochondrion MT:CM019798.1; apicoplast Pltd:CM019799.1	VBRF01	30	-	-	2019/12/17	2019/12/18	Contig	University of Maryland School of Medicine	SAMN06175781
Homo sapiens	9606	PRJNA246220	246220	Animals	Mammals	2989.43	40.9	GCA_001420765.1	mitochondrion MT:CM003572.1	LMBB01	3188	-	-	2015/10/30	2015/11/02	Contig	NBACC	SAMN02743421
Cryptosporidium parvum	5807	PRJNA13873	13873	Protists	Apicomplexans	1.1647	31.1	GCA_000209695.1	chromosome 6:BX526834.1	-	1	473	473	2003/07/02	2015/02/27	Chromosome	MRC Laboratory of Molecular Biology, UK	SAMEA3138349
Toxoplasma gondii TgCATBr9	943120	PRJNA61549	61549	Protists	Apicomplexans	64.5768	52.2	GCA_000224825.2	-	AFHV02	2452	-	-	2011/05/17	2018/04/23	Scaffold	J. Craig Venter Institute	SAMN02953794
Trypanosoma cruzi	5693	PRJNA421475	421475	Protists	Kinetoplasts	26.1379	46.6	GCA_003594405.1	-	PYKX01	6664	-	-	2018/09/24	2018/09/24	Scaffold	Univeridade Federal de Minas Gerais	SAMN08144117
Candida albicans P87	1094984	PRJNA75215	75215	Fungi	Ascomycetes	14.461	33.6	GCA_000774085.1	-	AJIT01	44	6379	6250	2014/11/10	2014/11/10	Scaffold	Broad Institute	SAMN00767982
Aspergillus fumigatus var. RP-2014	1476192	PRJNA237468	237468	Fungi	Ascomycetes	27.3551	50	GCA_000731615.1	-	JHOI01	671	8825	8825	2014/07/18	2014/07/18	Scaffold	Oklahoma State University	SAMN02628958
Saccharomyces cerevisiae YJM978	1294326	PRJNA189874	189874	Fungi	Ascomycetes	12.4892	38.529	GCA_000976485.2	chromosome I:CP004437.2; chromosome II:CP004596.2; chromosome III:CP006358.2; chromosome IV:CP004687.2; chromosome V:CP004781.2; chromosome VI:CP004917.2; chromosome VII:CP005221.2; chromosome VIII:CP006146.2; chromosome IX:CP005009.2; chromosome X:CP005104.1; chromosome XI:CP005318.2; chromosome XII:CP006462.1; chromosome XIII:CP005419.2; chromosome XIV:CP005521.2; chromosome XV:CP005615.2; chromosome XVI:CP006238.2; plasmid 2 micron:CP004523.1; mitochondrion MT:CP006501.1	-	18	6963	5446	2015/02/23	2015/04/09	Chromosome	Duke University	SAMN01923140
Zea mays	4577	PRJEB31061	600447	Plants	Land Plants	2171.65	46.7951	GCA_902167045.1	chromosome 1:LR608020.1; chromosome 2:LR608021.1; chromosome 3:LR608022.1; chromosome 4:LR608023.1; chromosome 5:LR608024.1; chromosome 6:LR608025.1; chromosome 7:LR608026.1; chromosome 8:LR608027.1; chromosome 9:LR608028.1; chromosome 10:LR608029.1	CABHKS01	647	-	-	2020/01/10	2020/01/10	Chromosome	MaizeGDB	SAMEA5313311
Triticum aestivum	4565	PRJEB35709	599901	Plants	Land Plants	14444.8	41.7	GCA_902810665.1	-	CADDYP01	1254002	-	-	2020/03/12	2020/03/12	Scaffold	EI	SAMEA6374023
Hordeum vulgare subsp. vulgare	112509	PRJNA523805	523805	Plants	Land Plants	84.0452	43.7	GCA_012184465.1	-	WMLK01	14052	-	-	2020/04/08	2020/04/08	Contig	The Sainsbury Laboratory	SAMN10987581
Oryza sativa Indica Group	39946	PRJNA353946	353946	Plants	Land Plants	389.088	43.6061	GCA_001889745.1	chromosome 1:CM007596.1; chromosome 2:CM007597.1; chromosome 3:CM007598.1; chromosome 4:CM007599.1; chromosome 5:CM007600.1; chromosome 6:CM007601.1; chromosome 7:CM007602.1; chromosome 8:CM007603.1; chromosome 9:CM007604.1; chromosome 10:CM007605.1; chromosome 11:CM007606.1; chromosome 12:CM007607.1	MPPV01	66	-	-	2016/12/06	2016/12/06	Chromosome	The University of Arizona	SAMN06031001
Arabidopsis thaliana	3702	PRJEB37259	630637	Plants	Land Plants	120.615	36.1	GCA_903064315.1	-	CAEFZF01	86	-	-	2020/05/15	2020/05/15	Contig	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	SAMEA6623704
Arabidopsis thaliana	3702	PRJEB31147	572789	Plants	Land Plants	120.13	36.1	GCA_902651935.1	-	CACRSJ01	111	27194	27334	2019/11/12	2019/11/12	Scaffold	MAX PLANCK INSTITUTE FOR PLANT BREEDING RESEARCH	SAMEA5751958
Hordeum vulgare subsp. vulgare	112509	PRJEB88	179053	Plants	Land Plants	1779.49	44.3	GCA_000326125.1	-	CAJX01	2077901	-	-	2012/10/29	2015/02/01	Scaffold	Leibniz Institute of Plant Genetics and Crop Plant Research	SAMEA2272683
Triticum aestivum	4565	PRJEB7074	264508	Plants	Land Plants	9134.02	40.5	GCA_900000045.1	-	CCYC01	6870110	-	-	2014/11/01	2014/11/01	Scaffold	Leibniz Institute of Plant Genetics and Crop Plant Research	SAMEA2724807
Oryza sativa tropical japonica subgroup	1736656	PRJNA565484	565484	Plants	Land Plants	383.243	43.7867	GCA_009831315.1	chromosome 1:CM020742.1; chromosome 2:CM020743.1; chromosome 3:CM020744.1; chromosome 4:CM020745.1; chromosome 5:CM020746.1; chromosome 6:CM020747.1; chromosome 7:CM020748.1; chromosome 8:CM020749.1; chromosome 9:CM020750.1; chromosome 10:CM020751.1; chromosome 11:CM020752.1; chromosome 12:CM020753.1	VYIH01	124	-	-	2020/01/03	2020/01/06	Chromosome	University of Arizona	SAMN12748601
Zea mays	4577	PRJEB31061	600447	Plants	Land Plants	2215.86	46.7208	GCA_902167105.1	chromosome 1:LR625231.1; chromosome 2:LR625232.1; chromosome 3:LR625233.1; chromosome 4:LR625234.1; chromosome 5:LR625235.1; chromosome 6:LR625236.1; chromosome 7:LR625237.1; chromosome 8:LR625238.1; chromosome 9:LR625239.1; chromosome 10:LR625240.1	CABHLL01	1165	-	-	2020/01/10	2020/01/10	Chromosome	MaizeGDB	SAMEA5313309
Saccharomyces cerevisiae YJM189	1294303	PRJNA189847	189847	Fungi	Ascomycetes	12.2614	38.406	GCA_000975735.4	chromosome I:CP004410.2; chromosome II:CP004614.2; chromosome III:CP006331.2; chromosome IV:CP004660.2; chromosome V:CP004754.2; chromosome VI:CP004890.2; chromosome VII:CP005194.2; chromosome VIII:CP006119.2; chromosome IX:CP004982.2; chromosome X:CP005114.1; chromosome XI:CP005291.2; chromosome XII:CP006435.1; chromosome XIII:CP005392.2; chromosome XIV:CP005494.2; chromosome XV:CP005588.2; chromosome XVI:CP006211.2; plasmid 2 micron:CP004502.1; mitochondrion MT:CP006474.1	-	18	6564	5437	2015/02/23	2015/04/09	Chromosome	Duke University	SAMN01923113
Aspergillus fumigatus	746128	PRJNA388488	388488	Fungi	Ascomycetes	28.2313	49.5	GCA_002234985.1	-	NKHS01	889	9466	9284	2017/07/28	2017/07/28	Contig	University of Montreal	SAMN07177965
Candida albicans A84	1182539	PRJNA165037	165037	Fungi	Ascomycetes	14.6916	33.7	GCA_000447635.1	-	AVBA01	86	-	-	2013/08/15	2014/08/04	Scaffold	Broad Institute	SAMN00974112
Trypanosoma cruzi	5693	PRJNA421475	421475	Protists	Kinetoplasts	25.7786	46.6	GCA_003594465.1	-	PYKW01	6967	-	-	2018/09/24	2018/09/24	Scaffold	Univeridade Federal de Minas Gerais	SAMN08144118
Toxoplasma gondii COUG	1074873	PRJNA71479	71479	Protists	Apicomplexans	64.9673	52.2	GCA_000338675.2	-	AGQR02	4205	212	187	2013/02/07	2018/01/26	Scaffold	J. Craig Venter Institute	SAMN02953803
Plasmodium falciparum NF54	5843	PRJNA422809	422809	Protists	Apicomplexans	23.4808	19.3955	GCA_012898025.1	mitochondrion MT:CM022905.1; apicoplast Pltd:CM022906.1	QFXU01	24	5685	5176	2020/04/27	2020/04/29	Scaffold	Institut Pasteur	SAMN08196849
Caenorhabditis elegans	6239	PRJEB19223	375858	Animals	Roundworms	117.022	-	GCA_900160655.1	-	FUEF01	38645	-	-	2017/02/19	2017/02/19	Contig	UC SANTA CRUZ	SAMEA55239418
Drosophila melanogaster	7227	PRJNA237120	237120	Animals	Insects	138.491	41.9	GCA_002050065.1	-	MWIU01	128	-	-	2017/03/20	2017/03/20	Contig	Pacific Biosciences	SAMN02614627
Mus musculus	10090	PRJNA60381	60381	Animals	Mammals	2578.29	42.5	GCA_000350445.1	-	AHBB01	9129	-	-	2013/04/02	2013/04/05	Scaffold	Broad Institute	SAMN00190744
Homo sapiens	9606	PRJNA551670	551670	Animals	Mammals	2923.23	40.9	GCA_009935935.1	-	JAABOD01	1465	-	-	2020/01/27	2020/01/27	Contig	McDonnell Genome Institute at Washington University	SAMN12162847
Cryptococcus neoformans var. grubii Bt1	1230073	PRJNA174556	174556	Fungi	Basidiomycetes	18.5023	47.8	GCA_002215705.1	-	AMKS01	52	6907	6907	2017/06/27	2017/07/07	Scaffold	Broad Institute	SAMN01162762
Saccharomyces kudriavzevii FM1062	1163641	PRJNA42347	42347	Fungi	Ascomycetes	9.09322	43.5	GCA_000256785.1	-	AJHR01	1673	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829188
Pyricularia oryzae	318829	PRJEB27137	474889	Fungi	Ascomycetes	44.5067	50	GCA_900474225.2	-	UCOD02	59	-	-	2018/06/18	2018/12/05	Contig	THE SAINSBURY LABORATORY	SAMEA4708257
Canis lupus familiaris	9615	PRJEB31489	572806	Animals	Mammals	0.016129	39.5	GCA_902724495.1	chromosome 1:LR745111.1	-	1	-	-	2020/01/09	2020/01/09	Chromosome	CENTRE FOR GEOGENETICS	SAMEA6249919
Yarrowia lipolytica	4952	PRJNA370156	370156	Fungi	Ascomycetes	20.1962	49	GCA_003367965.1	-	QPFI01	355	7215	6772	2018/08/06	2018/08/10	Scaffold	DOE Joint Genome Institute	SAMN06297413
Phytophthora ramorum	164328	PRJNA177509	177509	Protists	Other Protists	38.9907	54	GCA_001933325.1	-	MLIY01	4802	-	-	2017/01/04	2017/01/04	Scaffold	University of Exeter	SAMN01797770
Clavispora lusitaniae	36911	PRJNA433226	433226	Fungi	Ascomycetes	12.0555	44.5	GCA_003675755.1	-	QOBS01	102	-	-	2018/10/23	2018/11/08	Scaffold	University of California, Riverside	SAMN08565634
Rhizopus oryzae	64495	PRJNA475137	475137	Fungi	Other Fungi	42.1856	34.8	GCA_011763935.1	-	JAANJC01	12992	14162	14154	2020/03/27	2021/01/08	Scaffold	J Craig Venter Institute	SAMN14162325
Komagataella pastoris	4922	PRJEB12220	311185	Fungi	Ascomycetes	9.36183	41.1	GCA_900007755.1	-	FBVR01	177	-	-	2016/02/06	2016/02/06	Contig	Center for Biotechnology, Bielefeld University	SAMEA3718945
Saccharomyces pastorianus	27292	PRJNA522928	522928	Fungi	Ascomycetes	24.6738	22.1	GCA_013181375.1	-	DUYJ01	13276	-	-	2020/05/28	2020/05/28	Scaffold	University of Wisconsin-Madison	SAMD00035496
Aspergillus flavus	5059	PRJNA402039	402039	Fungi	Ascomycetes	37.2272	48	GCA_002456175.2	-	NWUH02	295	12818	12818	2017/10/04	2018/06/27	Scaffold	USDA ARS	SAMN07657128
Aspergillus niger	5061	PRJNA288269	288269	Fungi	Ascomycetes	34.6357	50.1	GCA_001741885.1	-	LMYC01	319	-	-	2016/09/21	2016/09/21	Scaffold	Jiangnan University	SAMN04074916
Oryza rufipogon	4529	PRJEB29274	514645	Plants	Land Plants	0.428734	43.4	GCA_900609445.1	-	UXCJ01	87	-	-	2019/01/10	2019/01/10	Contig	HUAZHONG AGRICULTRAL UNIVERSITY	SAMEA1531514
Parastagonospora nodorum	13684	PRJNA476481	476481	Fungi	Ascomycetes	38.3214	49.8	GCA_003497945.1	-	QVWF01	7135	-	-	2018/09/07	2018/09/07	Scaffold	Centre for Crop & Disease Management, Curtin University	SAMN09435522
Botrytis cinerea	40559	PRJNA624742	624742	Fungi	Ascomycetes	41.3981	42.4	GCA_015147985.1	-	JACVFL01	2673	-	-	2020/10/30	2020/10/30	Contig	INRAE	SAMN14582886
Aspergillus oryzae	5062	PRJDB7763	588985	Fungi	Ascomycetes	37.7851	47.3	GCA_009686745.1	-	BIZK01	86	-	-	2019/11/13	2019/11/13	Scaffold	Tokyo Institute of Technology	SAMD00154451
Fusarium oxysporum f. sp. lini	120040	PRJNA630722	630722	Fungi	Ascomycetes	47.5027	48.505	GCA_013423235.1	chromosome 1:CM023990.1; chromosome 2:CM023991.1; chromosome 3:CM023992.1; chromosome 4:CM023993.1; chromosome 5:CM023994.1; chromosome 6:CM023995.1; chromosome 7:CM023996.1; chromosome 8:CM023997.1; chromosome 9:CM023998.1; chromosome 10:CM023999.1; chromosome 11:CM024000.1; chromosome 12:CM024001.1; chromosome 13:CM024002.1; chromosome 14:CM024003.1; chromosome 15:CM024004.1; chromosome 16:CM024005.1; chromosome 17:CM024006.1; chromosome 18:CM024007.1; chromosome 19:CM024008.1; chromosome 20:CM024009.1	JABJUD01	35	-	-	2020/07/17	2020/07/21	Chromosome	St. Petersburg University	SAMN14843947
Verticillium dahliae	27337	PRJNA352681	352681	Fungi	Ascomycetes	32.3555	56.4	GCA_002893035.1	-	PHNW01	1382	10330	10415	2018/01/19	2018/01/19	Scaffold	NIAB/EMR	SAMN05924795
Cryphonectria parasitica	5116	PRJNA644891	644891	Fungi	Ascomycetes	44.5021	50.4	GCA_014849745.1	-	JACWRC01	1007	-	-	2020/10/05	2020/10/19	Scaffold	Swiss Federal Research Institute WSL	SAMN15481998
Penicillium chrysogenum	5076	PRJNA253579	253579	Fungi	Ascomycetes	32.2397	49	GCA_000801355.1	-	JPDR01	1151	-	-	2014/12/15	2014/12/16	Scaffold	Ruhr-Univeristaet Bochum	SAMN02872854
Heliconius melpomene melpomene	171917	PRJEB8011	288364	Animals	Insects	309.915	36.5	GCA_900067995.1	-	FARY01	427910	-	-	2015/11/29	2015/11/29	Scaffold	University of Cambridge, UK	SAMEA1919252
Aureobasidium pullulans	5580	PRJNA488010	488010	Fungi	Ascomycetes	29.2325	50.5	GCA_004917435.1	-	QZBA01	760	10782	10782	2019/04/26	2019/04/26	Contig	Biotechnical Faculty, University of Ljubljana	SAMN10031602
Saccharomyces uvarum	230603	PRJNA522928	522928	Fungi	Ascomycetes	12.3199	42	GCA_013179935.1	-	DUXE01	3686	-	-	2020/05/28	2020/05/28	Scaffold	University of Wisconsin-Madison	SAMEA2292749
Heliconius timareta timareta	573617	PRJEB8011	288364	Animals	Insects	199.337	33.6	GCA_900068775.1	-	FATH01	357541	-	-	2015/11/29	2015/11/29	Scaffold	University of Cambridge, UK	SAMEA3670572
Julidochromis sp. 'marlieri south' AB-2019	2591274	PRJNA550295	550295	Animals	Other Animals	704.465	40.4	GCA_015111775.1	-	VUVD01	68608	-	-	2020/10/29	2020/10/29	Scaffold	"CICHLID~X"	SAMN12124026
Microbotryum lychnidis-dioicae	288795	PRJEB11006	328110	Fungi	Basidiomycetes	25.9208	-	GCA_900010715.1	-	CZCE01	5717	-	-	2016/07/08	2016/07/08	Scaffold	Laboratoire des Interactions Plantes Micro-Organismes, INRA, France	SAMEA3575680
Wallemia ichthyophaga	245174	PRJNA527765	527765	Fungi	Basidiomycetes	9.62829	45.4	GCA_004918335.1	-	SPNZ01	685	4130	4130	2019/04/26	2019/04/26	Contig	Biotechnical Faculty, University of Ljubljana	SAMN11175833
Neurospora discreta	29879	PRJNA487060	487060	Fungi	Ascomycetes	37.6193	49.2	GCA_009804575.1	-	RANM01	1086	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09910555
Corynespora cassiicola	59586	PRJNA428435	428435	Fungi	Ascomycetes	41.8003	51.8	GCA_002975555.1	-	POQW01	5072	-	-	2018/03/07	2018/03/07	Contig	Universite Clermont Auvergne (UCA)	SAMN08330720
Cyclospora cayetanensis	88456	PRJNA437975	437975	Protists	Apicomplexans	44.2251	51.9	GCA_003944965.1	-	RDRG01	1384	-	-	2018/12/13	2018/12/13	Scaffold	Center for Disease Control and Prevention	SAMN10261104
Rhodotorula mucilaginosa	5537	PRJNA625575	625575	Fungi	Basidiomycetes	20.0191	60.5	GCA_012922765.1	-	JABBMV01	327	-	-	2020/04/28	2020/04/28	Contig	Jet Propulsion Laboratory, California Institute of Technology	SAMN14603669
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.051	58.5	GCA_009726865.1	-	SGET01	164	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755735
[Candida] auris	498019	PRJNA655187	655187	Fungi	Ascomycetes	12.3526	45.1	GCA_014638765.1	-	JACIJX01	136	-	-	2020/09/18	2020/10/19	Scaffold	University of Genoa	SAMN15723408
Wallemia mellicola	1708541	PRJNA527769	527769	Fungi	Basidiomycetes	9.78221	39.9	GCA_004917965.1	-	SPRO01	221	4311	4311	2019/04/26	2019/04/26	Contig	Biotechnical Faculty, University of Ljubljana	SAMN11175852
Venturia inaequalis	5025	PRJNA407103	407103	Fungi	Ascomycetes	40.1201	-	GCA_003690435.1	-	QWXS01	7108	-	-	2018/10/26	2018/10/26	Scaffold	INRA	SAMN07816578
Saitozyma podzolica	1890683	PRJEB34750	596143	Fungi	Basidiomycetes	60.8587	59.8	GCA_902500915.1	-	CABVSI01	507	-	-	2019/12/16	2019/12/16	Scaffold	UNIVERSITY OF NOTTINGHAM	SAMEA6056383
Saccharomyces cerevisiae x Saccharomyces eubayanus	1684324	PRJNA522928	522928	Fungi	Ascomycetes	22.9678	39	GCA_009666195.1	-	VZVZ01	2242	-	-	2019/11/18	2019/11/18	Scaffold	University of Wisconsin-Madison	SAMN10973787
Neurospora sp. CHS-2018c	2304651	PRJNA487060	487060	Fungi	Ascomycetes	56.853	44.9	GCA_009801365.1	-	RAIV01	1402	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882617
Neurospora tetraspora	94610	PRJNA487060	487060	Fungi	Ascomycetes	43.6187	48.6	GCA_009802785.1	-	RALB01	889	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882675
Isoodon obesulus affinis	120742	PRJEB39788	690434	Animals	Mammals	1.1211	49.4	GCA_904812195.1	-	CAJGNY01	1621	-	-	2021/01/25	2021/01/25	Contig	AUSTRALIAN NATIONAL UNIVERSITY	SAMEA7321147
Isoodon obesulus affinis	120742	PRJEB39788	690434	Animals	Mammals	1.33438	44.9	GCA_904811925.1	-	CAJGMX01	1978	-	-	2021/01/25	2021/01/25	Contig	AUSTRALIAN NATIONAL UNIVERSITY	SAMEA7321126
Neurospora tetraspora	94610	PRJNA487060	487060	Fungi	Ascomycetes	43.6978	48.7	GCA_009803605.1	-	RAMH01	966	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882630
Neurospora sp. CHS-2018c	2304651	PRJNA487060	487060	Fungi	Ascomycetes	58.8276	44.4	GCA_009804285.1	-	RAMI01	1411	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882627
Saccharomyces cerevisiae x Saccharomyces eubayanus	1684324	PRJNA522928	522928	Fungi	Ascomycetes	22.1659	39	GCA_009665675.1	-	VZVD01	1371	-	-	2019/11/18	2019/11/18	Scaffold	University of Wisconsin-Madison	SAMN10973776
Saitozyma podzolica	1890683	PRJEB34750	596143	Fungi	Basidiomycetes	60.911	59.8	GCA_902501205.1	-	CABVTN01	563	-	-	2019/12/16	2019/12/16	Scaffold	UNIVERSITY OF NOTTINGHAM	SAMEA6056425
Venturia inaequalis	5025	PRJNA407103	407103	Fungi	Ascomycetes	39.7821	-	GCA_003691165.1	-	QWYO01	6491	-	-	2018/10/26	2018/10/26	Scaffold	INRA	SAMN07816600
Wallemia mellicola	1708541	PRJNA527769	527769	Fungi	Basidiomycetes	9.74096	39.9	GCA_004918515.1	-	SPRA01	251	4317	4317	2019/04/26	2019/04/26	Contig	Biotechnical Faculty, University of Ljubljana	SAMN11175866
