#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Pseudomonas phage phCDa	2268587		0	Other	Podoviridae	72.821	53.3	bacteria	NC_048003.1/MH382836.1	98	98	2018/07/21	2020/12/21	Complete Genome
Escherichia phage UB	2268588		0	Other	Myoviridae	353.081	34	bacteria	MH383160.1	-	515	2018/07/21	2018/07/21	Complete Genome
Salmonella phage 3A_8767	2268591		0	Other	Autographiviridae	38.821	49.3	bacteria	NC_048004.1/MH382198.1	49	49	2018/07/21	2020/12/21	Complete Genome
Mycobacterium phage Biglebops	2250372		0	Other	Siphoviridae	56.454	67.1	bacteria	MH399770.1	77	77	2018/07/21	2021/01/22	Complete Genome
Mycobacterium phage ByChance	2250373		0	Other	Siphoviridae	53.123	61.3	bacteria	NC_051640.1/MH399771.1	95	95	2018/07/21	2020/12/19	Complete Genome
Mycobacterium phage Craff	2250375		0	Other	Siphoviridae	69.263	66.4	bacteria	MH399773.1	103	103	2018/07/21	2020/11/17	Complete Genome
Mycobacterium phage DoctorDiddles	2250376		0	Other	Siphoviridae	75.07	62.8	bacteria	MH399774.1	145	143	2018/07/21	2020/09/18	Complete Genome
Mycobacterium phage Grum1	2250378		0	Other	Siphoviridae	50.883	64.1	bacteria	MH399776.1	93	90	2018/07/21	2019/03/14	Complete Genome
Mycobacterium phage Icee	2250380		0	Other	Siphoviridae	74.169	63	bacteria	MH399778.1	146	144	2018/07/21	2020/09/18	Complete Genome
Microbacterium phage Jacko	2250370		0	Other	Siphoviridae	61.421	65	bacteria	MH399779.1	116	114	2018/07/21	2020/09/18	Complete Genome
Mycobacterium phage Mutante	2250381		0	Other	Siphoviridae	68.494	66.5	bacteria	MH399780.1	103	103	2018/07/21	2020/11/17	Complete Genome
Gordonia phage Nadeem	2250369		0	Other	Siphoviridae	49.897	67.3	bacteria	MH399781.1	74	74	2018/07/21	2018/07/21	Complete Genome
Mycobacterium phage Niza	2250382		0	Other	Siphoviridae	51.672	63.4	bacteria	NC_052450.1/MH399782.1	89	89	2018/07/21	2021/01/23	Complete Genome
Microbacterium phage Noelani	2250371		0	Other	Siphoviridae	17.349	68.2	bacteria	NC_052937.1/MH399783.1	25	25	2018/07/21	2021/02/11	Complete Genome
Mycobacterium phage NormanBulbieJr	2250383		0	Other	Siphoviridae	58.102	61.3	bacteria	MH399784.1	102	102	2018/07/21	2019/05/10	Complete Genome
Mycobacterium phage PhrodoBaggins	2250385		0	Other	Siphoviridae	68.873	66.4	bacteria	MH399786.1	105	105	2018/07/21	2020/11/17	Complete Genome
Mycobacterium phage Rubeelu	2250386		0	Other	Siphoviridae	41.491	65.8	bacteria	MH399787.1	66	66	2018/07/21	2020/09/18	Complete Genome
Mycobacterium phage Visconti	2250387		0	Other	Siphoviridae	64.57	59.7	bacteria	MH399788.1	89	89	2018/07/21	2018/07/21	Complete Genome
Arthrobacter phage Tatanka	2250368		0	Other	Siphoviridae	58.12	50	bacteria	MH399789.1	85	85	2018/07/21	2020/09/17	Complete Genome
Escherichia phage CMSTMSU	2267248		0	Other	Myoviridae	386.442	35.6	bacteria	MH494197.1	-	767	2018/07/21	2018/07/21	Chromosome
Salmonella phage S100	2231334		0	Other	Siphoviridae	43.468	49.6	bacteria	MH370358.1	-	66	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S102	2231336		0	Other	Siphoviridae	42.439	49.7	bacteria	MH370360.1	-	64	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S103	2231337		0	Other	Siphoviridae	42.441	49.7	bacteria	MH370361.1	-	63	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S104	2231338		0	Other	Siphoviridae	43.118	49.6	bacteria	MH370362.1	-	67	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S106	2231339		0	Other	Siphoviridae	42.976	49.7	bacteria	MH370363.1	-	66	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S107	2231340		0	Other	Siphoviridae	49.818	48.6	bacteria	MH370364.1	-	82	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S111	2231341		0	Other	Siphoviridae	43.421	49.7	bacteria	MH370365.1	-	67	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S113	2231342		0	Other	Demerecviridae	112.582	40	bacteria	NC_048005.1/MH370366.1	194	168	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S114	2231343		0	Other	Demerecviridae	110.926	40.1	bacteria	NC_048006.1/MH370367.1	193	163	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S115	2231344		0	Other	Ackermannviridae	157.946	44.6	bacteria	MH370368.1	-	204	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S116	2231345		0	Other	Demerecviridae	110.664	40.1	bacteria	NC_048007.1/MH370369.1	187	159	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S117	2231346		0	Other	Ackermannviridae	158.11	44.7	bacteria	MH370370.1	-	204	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S119	2231348		0	Other	Siphoviridae	43.876	49.5	bacteria	MH370372.1	-	67	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S120	2231349		0	Other	Siphoviridae	43.467	49.6	bacteria	MH370373.1	-	66	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S123	2231350		0	Other	Siphoviridae	43.467	49.6	bacteria	MH370374.1	-	66	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S126	2231352		0	Other	Demerecviridae	111.999	40.1	bacteria	NC_048008.1/MH370376.1	181	153	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S130	2231353		0	Other	Demerecviridae	110.091	39.2	bacteria	MH370377.1	-	150	2018/07/21	2019/04/29	Chromosome
Salmonella phage S131	2231354		0	Other	Demerecviridae	110.091	39.2	bacteria	NC_048009.1/MH370378.1	174	150	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S132	2231355		0	Other	Demerecviridae	116.832	39.9	bacteria	NC_048010.1/MH370379.1	175	147	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S133	2231356		0	Other	Demerecviridae	110.926	40.1	bacteria	NC_048011.1/MH370380.1	193	163	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S135	2231358		0	Other	Siphoviridae	50.591	48.4	bacteria	MH370382.1	-	84	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S137	2231359		0	Other	Siphoviridae	50.593	48.4	bacteria	MH370383.1	-	83	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S138	2231360		0	Other	Siphoviridae	43.119	49.6	bacteria	MH370384.1	-	67	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S142	2231361		0	Other	Siphoviridae	43.119	49.6	bacteria	MH370385.1	-	67	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S147	2231362		0	Other	Demerecviridae	111.447	40	bacteria	NC_048012.1/MH370386.1	189	161	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S149	2267250		0	Other	Podoviridae	41.391	47.4	bacteria	MH370387.1	-	67	2018/07/21	2019/04/29	Complete Genome
Escherichia phage LL12	2233993	PRJNA222858	222858	Other	Myoviridae	136.026	43.6	bacteria	MH491969.1	220	213	2018/07/21	2020/04/23	Complete Genome
Staphylococcus phage Lorac	2234038	PRJNA222858	222858	Other	Siphoviridae	43.147	34.6	bacteria	MH321492.1	67	67	2018/07/21	2020/04/23	Complete Genome
Salmonella phage Skate	2234035	PRJNA222858	222858	Other	Siphoviridae	47.393	45.8	bacteria	MH321493.1	91	90	2018/07/21	2020/04/23	Complete Genome
Salmonella phage S124	2231351		0	Other	Demerecviridae	112.564	40.1	bacteria	NC_048013.1/MH370375.1	184	156	2018/07/21	2020/12/21	Complete Genome
Aeromonas phage AsXd-1	2182324		0	Other	Siphoviridae	39.014	51.2	bacteria	MH178096.1	-	52	2018/07/21	2018/07/21	Complete Genome
Enterococcus phage vB_EfaS_LM99	2234084		0	Other	Siphoviridae	40.203	35	bacteria	MH355583.1	64	64	2018/07/21	2018/07/21	Complete Genome
Mycobacterium phage Beezoo	2250355		0	Other	Siphoviridae	60.494	66.5	bacteria	NC_051615.1/MH371113.1	100	99	2018/07/21	2021/01/22	Complete Genome
Mycobacterium phage Gareth	2250377		0	Other	Siphoviridae	68.866	66.5	bacteria	MH399775.1	103	103	2018/07/21	2020/11/17	Complete Genome
Salmonella phage S101	2231335		0	Other	Siphoviridae	42.621	49.7	bacteria	MH370359.1	-	65	2018/07/21	2019/04/29	Complete Genome
Salmonella phage S118	2231347		0	Other	Ackermannviridae	157.013	44.8	bacteria	NC_049437.1/MH370371.1	207	203	2018/07/21	2020/12/21	Complete Genome
Salmonella phage S134	2231357		0	Other	Siphoviridae	43.118	49.7	bacteria	MH370381.1	-	67	2018/07/21	2019/04/29	Complete Genome
Klebsiella phage vB_KpnP_IME321	2268396		0	Other	Autographiviridae	39.906	52.8	bacteria	NC_048014.1/MH587638.1	49	49	2018/07/22	2020/12/21	Complete Genome
Human associated huchismacovirus 1	2169934		0	Other	Smacoviridae	2.46	42.8	human	NC_039061.1/KP233180.1	2	2	2015/01/28	2018/08/24	Complete Genome
Human associated huchismacovirus 2	2169935		0	Other	Smacoviridae	2.471	43.9	human	NC_039062.1/KP233174.1	2	2	2015/01/28	2018/08/24	Complete Genome
Barley yellow dwarf virus MAV	2169984		0	Other	Luteoviridae	5.273	47.8	land plants	 Unknown:NC_003680.1/D11028.1	7	7	1993/04/29	2018/08/13	Complete Genome
Vibrio phage VCO139	1283073		0	Other	Podoviridae	68.964	34.6	bacteria	NC_049350.1/KC438283.1	80	79	2013/06/12	2020/12/21	Complete Genome
Dinoroseobacter phage vBDshPR2C	1498169		0	Other	Podoviridae	74.806	49.2	bacteria	KJ803031.1	85	85	2015/01/08	2015/01/08	Complete Genome
Spider monkey simian foamy virus	2170200		0	Other	Retroviridae	12.212	38.7	-	NC_039027.1/EU010385.1	5	5	2007/10/09	2018/08/24	Complete Genome
Squirrel monkey simian foamy virus	2170201		0	Other	Retroviridae	11.684	37.8	vertebrates	NC_039028.1/GU356394.1	5	5	2010/03/29	2018/08/24	Complete Genome
Gossypium mustelinum symptomless alphasatellite	2169907		0	Other	Alphasatellitidae	1.306	41	land plants	 DNA-alpha-B:NC_038954.1/EU384656.1	1	1	2009/02/01	2018/08/24	Complete Genome
Sida leaf curl alphasatellite	2169843		0	Other	Alphasatellitidae	1.384	42.1	land plants	NC_039240.1/FR772088.1	1	1	2012/01/10	2018/08/24	Complete Genome
Barley yellow dwarf virus GPV	2169980		0	Other	Luteoviridae	0.606	51.7	land plants	NC_039035.1/EU386825.1	1	1	2008/01/23	2018/08/24	Chromosome
Barley yellow dwarf virus PAS	2169985		0	Other	Luteoviridae	5.695	48.5	land plants	 Unknown:NC_002160.2/AF218798.2	7	7	2000/01/19	2018/08/13	Complete Genome
Chaetoceros protobacilladnavirus 1	2170140		0	Other	Bacilladnaviridae	6	46.3	eukaryotic algae	 Unknown:NC_007193.2/AB193315.2	6	6	2005/07/08	2018/08/13	Complete Genome
Chaetoceros protobacilladnavirus 4	2170143		0	Other	Bacilladnaviridae	5.639	45.1	eukaryotic algae	 Unknown:NC_014748.1/AB597949.1	3	3	2010/12/02	2018/08/13	Complete Genome
Melon chlorotic mosaic alphasatellite	2169825		0	Other	Alphasatellitidae	1.334	42.5	land plants	 Unknown:NC_014379.1/HM163578.1	2	2	2010/08/09	2018/08/13	Complete Genome
Cleome leaf crumple alphasatellite	2169824		0	Other	Alphasatellitidae	1.351	46.7	land plants	 Unknown:NC_014646.1/FN436007.1	1	1	2010/06/09	2018/08/13	Complete Genome
Cotton leaf curl Lucknow alphasatellite	2169841		0	Other	Alphasatellitidae	1.396	43.1	land plants	 Unknown:NC_015327.1/HQ343234.2	1	1	2011/03/07	2018/08/13	Complete Genome
Chaetoceros protobacilladnavirus 3	2170142		0	Other	Bacilladnaviridae	5.813	45	eukaryotic algae	 Unknown:NC_015211.1/AB553581.1	2	3	2011/03/01	2018/08/13	Complete Genome
Dragonfly associated alphasatellite	2169905		0	Other	Alphasatellitidae	1.479	49.6	plants	 Unknown:NC_019498.1/JX458742.1	1	1	2012/11/11	2018/08/13	Complete Genome
Barley yellow dwarf virus kerII	2169987		0	Other	Luteoviridae	5.736	46.1	land plants	 Unknown:NC_021481.1/KC571999.1	5	7	2013/06/12	2018/08/13	Complete Genome
Maize yellow dwarf virus RMV	2170101		0	Other	Luteoviridae	5.612	49.9	land plants	 Unknown:NC_021484.1/KC921392.1	7	7	2013/06/11	2018/08/13	Complete Genome
Cardamom bushy dwarf alphasatellite	2169724		0	Other	Alphasatellitidae	1.127	43.5	land plants	 Unknown:NC_022919.1/KF435148.1	1	1	2013/11/10	2018/08/13	Complete Genome
Eulipotyphla protoparvovirus 1	2170148		0	Other	Parvoviridae	4.613	37.5	vertebrates	 Unknown:NC_026815.1/AB937988.1	3	3	2015/04/02	2018/08/13	Complete Genome
Winged bean alphaendornavirus 1	2169693		0	Other	Endornaviridae	14.623	41.3	land plants	NC_031336.1/LC144945.1	1	1	2016/10/05	2018/08/13	Complete Genome
Pedilanthus leaf curl alphasatellite	2169842		0	Other	Alphasatellitidae	1.311	42	land plants	 Unknown:NC_033335.1/KX168428.1	1	1	2017/01/15	2018/08/13	Complete Genome
Vibrio phage VP06	2082229		0	Other	Siphoviridae	75.893	49	bacteria	MG893203.1	-	100	2018/08/08	2018/08/08	Complete Genome
Ralstonia phage phiRSP	2201420		0	Other	Myoviridae	44.526	62.3	bacteria	MH252365.1	-	24	2018/07/25	2018/07/25	Complete Genome
Staphylococcus phage Quidividi	2234036	PRJNA222858	222858	Other	Herelleviridae	141.446	28	bacteria	MH321490.1	204	203	2018/07/25	2020/04/23	Complete Genome
Staphylococcus phage Twillingate	2234037	PRJNA222858	222858	Other	Herelleviridae	142.592	28	bacteria	MH321491.1	207	206	2018/07/25	2020/04/23	Complete Genome
Staphylococcus phage SA1014ruMSSAST7	2268607		0	Other	Siphoviridae	43.504	33.1	bacteria	NC_048710.1/MH384259.1	64	64	2018/07/25	2020/12/21	Complete Genome
Staphylococcus phage SA137ruMSSAST121PVL	2268608		0	Other	Siphoviridae	45.999	33.3	bacteria	MH384261.1	-	64	2018/07/25	2018/07/25	Chromosome
Escherichia virus Vec13	2282173		0	Other	Autographiviridae	39.747	50.2	bacteria	NC_048023.1/MH400309.1	53	53	2018/07/25	2020/12/21	Complete Genome
Staphylococcus phage SA45ruMSSAST97	2268622		0	Other	Siphoviridae	43.454	33.3	bacteria	MH401414.1	-	68	2018/07/25	2018/07/25	Complete Genome
Staphylococcus phage SA537ruMSSAST97	2268623		0	Other	Siphoviridae	43.458	33.3	bacteria	MH401415.1	-	67	2018/07/25	2018/07/25	Complete Genome
Staphylococcus phage SA345ruMSSAST8	2268621		0	Other	Siphoviridae	42.735	33.1	bacteria	NC_048713.1/MH401416.1	64	64	2018/07/25	2020/12/21	Complete Genome
Klebsiella phage NJS1	2268610		0	Other	Drexlerviridae	49.292	50.7	bacteria	NC_048024.1/MH445453.1	71	71	2018/07/25	2020/12/21	Complete Genome
Paenibacillus phage Wanderer	2249779		0	Other	Siphoviridae	40.448	42.4	bacteria	MH431930.1	72	72	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Yerffej	2249780		0	Other	Siphoviridae	43.126	40.6	bacteria	NC_048714.1/MH431931.1	69	69	2018/07/25	2020/12/21	Complete Genome
Paenibacillus phage Honeybear	2249776		0	Other	Siphoviridae	40.054	41.9	bacteria	MH431935.1	66	66	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Kawika	2249777		0	Other	Siphoviridae	40.769	41.8	bacteria	NC_048715.1/MH431936.1	71	71	2018/07/25	2020/12/21	Complete Genome
Paenibacillus phage Lucielle	2249778		0	Other	Siphoviridae	37.947	41.8	bacteria	NC_048716.1/MH431937.1	65	65	2018/07/25	2020/12/21	Complete Genome
Paenibacillus phage C7Cdelta	2249773		0	Other	Siphoviridae	55.774	48	bacteria	MH431938.1	87	87	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Ash	2249763		0	Other	Siphoviridae	56.468	48	bacteria	MH454076.1	88	88	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Bloom	2249764		0	Other	Siphoviridae	38.519	41.5	bacteria	MH454077.1	66	66	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Eltigre	2249765		0	Other	Siphoviridae	38.675	41.4	bacteria	NC_048717.1/MH454078.1	67	67	2018/07/25	2020/12/21	Complete Genome
Paenibacillus phage Jacopo	2249767		0	Other	Siphoviridae	38.526	41.6	bacteria	NC_048718.1/MH454079.1	66	66	2018/07/25	2020/12/21	Complete Genome
Paenibacillus phage Ley	2249768		0	Other	Siphoviridae	56.465	48	bacteria	MH454080.1	88	88	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage LincolnB	2249769		0	Other	Siphoviridae	40.437	42.3	bacteria	MH454081.1	72	72	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Genki	2249766		0	Other	Siphoviridae	38.54	41.5	bacteria	MH454082.1	66	66	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Saudage	2249770		0	Other	Siphoviridae	37.962	41.9	bacteria	MH454083.1	65	65	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Toothless	2249771		0	Other	Siphoviridae	38.832	42	bacteria	MH454084.1	64	64	2018/07/25	2018/07/25	Complete Genome
Acinetobacter phage vB_ApiM_fHyAci03	2269366		0	Other	Myoviridae	165.975	36.8	bacteria	NC_049438.1/MH460829.1	255	247	2018/07/25	2020/12/21	Complete Genome
Shigella phage SFPH2	2269380		0	Other	Autographiviridae	40.387	52.4	bacteria	NC_048025.1/MH464253.1	49	49	2018/07/25	2020/12/21	Complete Genome
Paenibacillus phage Scottie	1636259		0	Other	Siphoviridae	55.99	48.5	bacteria	MH460825.1	91	91	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Heath	1636258		0	Other	Siphoviridae	55.56	48.6	bacteria	MH460826.1	90	90	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Halcyone	1636256		0	Other	Siphoviridae	55.56	48.6	bacteria	MH460827.1	90	90	2018/07/25	2018/07/25	Complete Genome
Acinetobacter phage SH-Ab 15599	2202135		0	Other	Ackermannviridae	143.204	38.5	bacteria	MH517022.1	177	177	2018/07/25	2018/07/25	Complete Genome
Pseudomonas phage E79	2282401		0	Other	Myoviridae	66.061	55	bacteria	MH536736.1	-	95	2018/07/25	2018/07/25	Complete Genome
Bacillus phage Saddex	2282402		0	Other	Herelleviridae	142.353	39	bacteria	MH538193.1	-	208	2018/07/25	2018/07/25	Complete Genome
Synechococcus T7-like phage S-TIP37	1332145		0	Other	Autographiviridae	45.477	50.5	bacteria	NC_048026.1/MH540083.1	56	56	2018/07/25	2020/12/21	Complete Genome
Ruegeria phage vB_RpoP-V14	2218613		0	Other	Podoviridae	74.792	47.9	bacteria	MH015257.1	87	87	2018/07/25	2018/07/25	Complete Genome
Bacillus phage Maceta	2282408		0	Other	Herelleviridae	45.023	40	bacteria	MH538296.1	-	37	2018/07/25	2018/07/25	Chromosome
Paenibacillus phage Gryphonian	2249775		0	Other	Siphoviridae	38.541	41.5	bacteria	MH431934.1	66	66	2018/07/25	2018/07/25	Complete Genome
Enterobacteria phage RB18	10692		0	Other	Myoviridae	166.677	35.4	bacteria	MH553563.1	61	273	2018/07/25	2018/07/25	Complete Genome
Paenibacillus phage Unity	2282396		0	Other	Siphoviridae	50.316	49.1	bacteria	MH460824.1	78	78	2018/07/25	2018/07/25	Complete Genome
Vernonia yellow vein Fujian alphasatellite	2169908		0	Other	Alphasatellitidae	1.361	39.7	land plants	NC_039233.1/KC959931.1	1	1	2013/08/14	2018/08/24	Complete Genome
Microviridae sp.	2202644	PRJNA393166	393166	Other	Microviridae	4.487	54.6	-	MH552479.1	-	4	2018/07/28	2019/03/29	Complete Genome
Barley yellow dwarf virus SGV	2169981		0	Other	Luteoviridae	1.262	45	land plants	NC_043124.1/AY541039.1	3	3	2004/03/10	2019/06/28	Chromosome
Japanese macaque simian foamy virus	2170198		0	Other	Retroviridae	12.957	39.1	vertebrates	NC_039026.1/AB923518.1	5	5	2014/07/24	2018/08/24	Complete Genome
Circoviridae TaCV1	2094724		0	Other	Circoviridae	3.398	33.2	vertebrates	MF804497.1	-	2	2018/02/27	2018/02/27	Complete Genome
Circoviridae TaCV2	2094725		0	Other	Circoviridae	2.967	32.8	vertebrates	MF804498.1	-	3	2018/02/27	2018/02/27	Complete Genome
Parvoviridae sp.	1940570		0	Other	Parvoviridae	4.305	38.1	-	KY312548.1	2	2	2018/02/04	2018/02/04	Complete Genome
Erwinia phage vB_EamM_Stratton	1883378		0	Other	Myoviridae	243.953	51.3	bacteria	KX397373.1	288	276	2016/08/14	2016/08/19	Complete Genome
Erwinia phage Machina	1883375		0	Other	Myoviridae	241.654	51	bacteria	NC_042056.1/KX397370.1	281	272	2016/08/14	2020/12/21	Complete Genome
Erwinia phage vB_EamM_Parshik	1883376		0	Other	Myoviridae	241.05	51	bacteria	KX397371.1	281	271	2016/08/14	2016/08/19	Complete Genome
Enterobacteria phage T7M	1075774		0	Other	Autographiviridae	38.202	49.9	bacteria	NC_047867.1/JX421753.1	55	55	2013/09/04	2020/12/20	Complete Genome
Rhizobium phage RHEph02	1220602		0	Other	Autographiviridae	46.486	49.4	bacteria	NC_047868.1/JX483874.1	60	60	2013/01/16	2020/12/21	Complete Genome
Rhizobium phage RHEph03	1220603		0	Other	Autographiviridae	45.912	49.3	bacteria	JX483875.1	59	59	2013/01/16	2014/01/03	Complete Genome
Rhizobium phage RHEph08	1220715		0	Other	Autographiviridae	43.619	49.4	bacteria	NC_047869.1/JX483879.1	59	59	2013/01/16	2020/12/21	Complete Genome
Rhizobium phage RHEph09	1220716		0	Other	Autographiviridae	45.962	49.3	bacteria	NC_047870.1/JX483880.1	61	61	2013/01/16	2020/12/21	Complete Genome
Barley yellow dwarf virus kerIII	2169988		0	Other	Luteoviridae	4.625	47	land plants	NC_043123.1/KC559092.1	3	5	2013/06/12	2019/06/28	Chromosome
Barley yellow dwarf virus PAV	2169986		0	Other	Luteoviridae	5.677	48.5	land plants	 Unknown:NC_004750.1/X07653.1	8	8	1988/07/16	2018/08/13	Complete Genome
Rhizobium phage RHEph01	1220601		0	Other	Autographiviridae	43.444	59.2	bacteria	NC_047738.1/JX483873.1	57	56	2013/01/16	2020/12/21	Complete Genome
Cylindrospermopsis raciborskii virus RM-2018a	2293728		0	Other	Siphoviridae	104.363	39	-	MH636380.1	123	123	2018/08/13	2018/08/13	Complete Genome
Flavobacterium phage 23T	1814279		0	Other	Siphoviridae	43.226	31.4	bacteria	NC_041859.1/KU599888.1	57	57	2016/07/31	2020/12/21	Complete Genome
Leptospira phage LE3	2041382		0	Other	Myoviridae	48.288	37.3	bacteria	NC_048678.1/MF974396.1	83	83	2018/08/17	2020/12/21	Complete Genome
Leptospira phage LE4	2041383		0	Other	Myoviridae	47.866	37.3	bacteria	NC_048679.1/MF974397.1	81	81	2018/08/17	2020/12/21	Complete Genome
Pseudomonas phage YMC12/01/R960	2283027		0	Other	Siphoviridae	37.011	64.5	bacteria	MH643777.1	56	56	2018/08/20	2018/08/20	Complete Genome
Pseudomonas phage YMC12/01/R24	2283028		0	Other	Siphoviridae	46.148	64.8	bacteria	MH643778.1	70	70	2018/08/20	2018/08/20	Complete Genome
Mycobacterium phage Homines	2282908		0	Other	Siphoviridae	48.502	63.8	bacteria	MH632117.1	87	87	2018/08/20	2019/06/25	Complete Genome
Mycobacterium phage Zeeculate	2282911		0	Other	Siphoviridae	53.828	63.8	bacteria	MH632118.1	91	91	2018/08/20	2019/03/04	Complete Genome
Mycobacterium phage Harley	2282909		0	Other	Siphoviridae	58.731	61.4	bacteria	NC_051665.1/MH632119.1	107	107	2018/08/20	2020/12/19	Complete Genome
