#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Altererythrobacter epoxidivorans	361183	PRJNA290561	290561	Proteobacteria	Alphaproteobacteria	2.78626	61.5	chromosome:NZ_CP012669.1/CP012669.1	-	1	2782	2724	2015/09/14	2020/12/17	Complete Genome	Second Institute of Oceanography, State Oceanic Administration	SAMN03896005	GCA_001281485.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/485/GCA_001281485.1_ASM128148v1	-	CGMCC 1.7731
Lysinibacillus macroides	33935	PRJNA289601	289601	Terrabacteria group	Firmicutes	4.86604	37.9	-	LGCI01	15	4756	4488	2015/09/14	2021/01/18	Scaffold	Fujian Academy of Agricultural Sciences	SAMN03856077	GCA_001281525.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/525/GCA_001281525.1_ASM128152v1	26543111	DSM 54
Lascolabacillus massiliensis	1627894	PRJEB8934	279371	FCB group	Bacteroidetes/Chlorobi group	2.82472	37	-	CTEJ01	2	2373	2303	2015/03/25	2020/12/11	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3312814	GCA_001282625.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/625/GCA_001282625.1_Lascolabacillus_massiliensis	-	SIT8
Clostridiales bacterium mt11	1686289	PRJEB9657	288395	Terrabacteria group	Firmicutes	3.56882	31.5	-	CXYU01	16	-	-	2015/08/08	2015/08/08	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3500982	GCA_001282665.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/665/GCA_001282665.1_Mediannikovella_massiliensis	-	mt11
Niameybacter massiliensis	1658108	PRJEB10271	292678	Terrabacteria group	Firmicutes	4.57867	34.3	-	CXYW01	11	4334	4169	2015/08/13	2021/03/19	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3501706	GCA_001282685.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/685/GCA_001282685.1_Niameyia_massiliensis	-	Mt14
Candidatus Dorea massiliensis AP6	1211818	PRJEB374	172617	Terrabacteria group	Firmicutes	3.58416	28.4	-	CXYY01	36	3528	3314	2015/08/14	2021/03/19	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3503350	GCA_001282705.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/705/GCA_001282705.1_Dorea_massiliensis	-	AP6
Inediibacterium massiliense	1658111	PRJEB10289	292767	Terrabacteria group	Firmicutes	3.49728	30.4	-	CXYX01	14	3395	3233	2015/08/14	2021/03/19	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3502534	GCA_001282725.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/725/GCA_001282725.1_Malnutritionisia_massiliensis	-	Mt12
bacterium 336/3	1664068	PRJNA285747	285747	FCB group	Bacteroidetes/Chlorobi group	4.71474	32.6	-	LJIE01	13	4387	4027	2015/09/14	2015/09/14	Scaffold	University of Turku, Department of Biochemistry	SAMN03837832	GCA_001281695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/695/GCA_001281695.1_ASM128169v1	-	336/3
Halolamina sp. CBA1230	1853690	PRJNA378126	378126	Euryarchaeota	Stenosarchaea group	3.46533	66.7309	chromosome:NZ_CP054587.1/CP054587.1; plasmid pCBA1230-01:NZ_CP054588.1/CP054588.1; plasmid pCBA1230-02:NZ_CP054589.1/CP054589.1; plasmid pCBA1230-03:NZ_CP054590.1/CP054590.1	-	4	3602	3472	2020/06/08	2020/06/25	Complete Genome	Korea Basic Science Institute	SAMN06480072	GCA_002025255.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/255/GCA_002025255.2_ASM202525v2	-	CBA1230
Helicobacter ailurogastricus	1578720	PRJEB7933	293179	Proteobacteria	delta/epsilon subdivisions	1.5784	47.6	-	CDMG01	9	1548	1474	2015/08/17	2021/02/03	Scaffold	Ghent University, Faculty of Veterinary Medicine	SAMEA3172283	GCA_001282945.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/945/GCA_001282945.1_gastric_feline_helicobacters	-	ASB7
Alloactinosynnema sp. L-07	1653480	PRJEB9335	290242	Terrabacteria group	Actinobacteria	7.40511	69.6	chromosome I:NZ_LN850107.1/LN850107.1	-	1	6936	6779	2015/07/14	2020/12/13	Complete Genome	National Center for Genome Resources (NCGR)	SAMEA3392348	GCA_900070365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/070/365/GCA_900070365.1_Alloactinosynnema_sp._L-07	-	L-07
Photobacterium galatheae	1654360	PRJNA242743	242743	Proteobacteria	Gammaproteobacteria	4.53314	49.5	-	JMIB01	80	4111	3967	2014/05/20	2021/01/17	Contig	Technical University of Denmark	SAMN02729099	GCA_000695255.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/255/GCA_000695255.1_Phalotolerans2753	24926051	S2753
Candidatus Magnetomorum sp.	2739430	PRJNA400260	400260	Proteobacteria	delta/epsilon subdivisions	6.16273	38.9	-	JADFYV01	393	4188	4046	2020/11/04	2020/11/04	Scaffold	Institute of Geology and Geophysics, Chinese Academy of Sciences	SAMN15005474	GCA_015232875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/232/875/GCA_015232875.1_ASM1523287v1	33126926	nER2bin1
Marinagarivorans algicola	1513270	PRJNA289034	289034	Proteobacteria	Gammaproteobacteria	4.02083	45.1	-	LFYV01	79	3266	3153	2015/09/22	2020/06/03	Contig	Shandong University at Weihai	SAMN03840795	GCA_001296225.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/296/225/GCA_001296225.1_ASM129622v1	-	JL1
Lawsonella clevelandensis	1528099	PRJNA256353	256353	Terrabacteria group	Actinobacteria	1.86055	58.6	chromosome:NZ_CP009312.1/CP009312.1	-	1	1616	1543	2015/09/17	2021/03/10	Complete Genome	CDC	SAMN02943398	GCA_001293125.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/125/GCA_001293125.1_ASM129312v1	26659691	X1036
Ardenticatena maritima	872965	PRJNA271543	271543	Terrabacteria group	Chloroflexi	3.5597	59.6	-	LGKN01	12	3075	3004	2015/10/02	2021/01/24	Contig	California Institute of Technology	SAMN03274860	GCA_001306175.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/306/175/GCA_001306175.1_ASM130617v1	26586887	110S
Desulfatitalea tepidiphila	1185843	PRJDB4181	293967	Proteobacteria	delta/epsilon subdivisions	5.61448	56.7	-	BCAG01	7	5001	4913	2015/08/28	2021/01/20	Contig	The Institute of Low Temperature Science, Hokkaido University	SAMD00039863	GCA_001293685.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/685/GCA_001293685.1_ASM129368v1	26564045	S28bF
Limosilactobacillus gorillae	1450649	PRJDB4156	294679	Terrabacteria group	Firmicutes	1.64162	48.1	-	BCAH01	63	1633	1537	2015/09/01	2021/02/01	Contig	Animal Science, Graduate School of Life and Environmental Sciences, Kyoto Prefectural University	SAMD00038621	GCA_001293735.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/735/GCA_001293735.1_LgorillaeKZ01T_1.0	26472838	KZ01
Brachybacterium sp. P6-10-X1	1903186	PRJNA343396	343396	Terrabacteria group	Actinobacteria	4.3856	70.9	chromosome:NZ_CP017297.1/CP017297.1	-	1	3889	3742	2017/01/23	2020/06/05	Complete Genome	Polar Research Institute of China	SAMN06245905	GCA_001969445.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/445/GCA_001969445.1_ASM196944v1	-	P6-10-X1
Amantichitinum ursilacus	857265	PRJNA279226	279226	Proteobacteria	Betaproteobacteria	4.92895	60.1	-	LAQT01	38	4409	4335	2015/09/18	2021/01/24	Contig	Fraunhofer	SAMN03443696	GCA_001294205.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/205/GCA_001294205.1_ASM129420v1	26586877	IGB-41
Streptomyces chattanoogensis	66876	PRJNA238534	238534	Terrabacteria group	Actinobacteria	9.1291	70.9	-	LGKG01	217	8221	7697	2015/09/18	2020/05/08	Contig	University of Illinois	SAMN03327492	GCA_001294335.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/335/GCA_001294335.1_ASM129433v1	-	NRRL ISP-5002
Thermoactinomyces vulgaris	2026	PRJNA534300	534300	Terrabacteria group	Firmicutes	2.63803	47.9567	chromosome:NZ_CP039710.1/CP039710.1; plasmid pTvu19:NZ_CP039711.1/CP039711.1	-	2	2743	2615	2019/05/29	2020/06/20	Complete Genome	NEB	SAMN11483338	GCA_005886755.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/886/755/GCA_005886755.1_ASM588675v1	-	2H
Comamonas kerstersii	225992	PRJNA378865	378865	Proteobacteria	Betaproteobacteria	3.54792	59.6	chromosome:NZ_CP020121.1/CP020121.1	-	1	3382	3185	2017/03/21	2021/02/25	Complete Genome	Zhejiang University	SAMN06562982	GCA_002056725.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/725/GCA_002056725.1_ASM205672v1	-	8943
Pseudorhodobacter sp. MZDSW-24AT	2052957	PRJNA417559	417559	Proteobacteria	Alphaproteobacteria	3.86277	63.8	-	PGOI01	26	3701	3615	2017/11/20	2020/12/21	Contig	Institute of Microbial Technology	SAMN07998893	GCA_002794355.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/794/355/GCA_002794355.1_ASM279435v1	-	MZDSW-24AT
Arthrobacter alpinus	656366	PRJNA259694	259694	Terrabacteria group	Actinobacteria	4.45829	60.6388	chromosome:NZ_CP013745.1/CP013745.1; plasmid unnamed:NZ_CP013746.1/CP013746.1	-	2	4027	3897	2016/01/04	2021/02/17	Complete Genome	Chinese Academy of Sciences	SAMN03010510	GCA_000755585.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/585/GCA_000755585.2_ASM75558v2	-	A3
Idiomarina abyssalis	86102	PRJEB17557	352016	Proteobacteria	Gammaproteobacteria	2.6754	47.1	-	FPBE01	12	2594	2512	2016/11/02	2021/01/20	Contig	DOE - JOINT GENOME INSTITUTE	SAMN04515657	GCA_900116625.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/625/GCA_900116625.1_IMG-taxon_2642422567_annotated_assembly	-	KMM 227
Idiomarina zobellii	86103	PRJEB15877	347939	Proteobacteria	Gammaproteobacteria	2.58206	47.1	-	FNCB01	30	2532	2429	2016/10/20	2020/07/04	Scaffold	DOE - JOINT GENOME INSTITUTE	SAMN04515658	GCA_900100855.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/855/GCA_900100855.1_IMG-taxon_2643221445_annotated_assembly	-	KMM 231
Mycoplasma feriruminatoris	1179777	PRJNA175935	175935	Terrabacteria group	Tenericutes	1.01751	24.1	-	ANFU01	79	891	818	2012/12/20	2020/11/25	Scaffold	International Livestock Research Institute	SAMN01730980	GCA_000327395.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/395/GCA_000327395.1_ASM32739v1	23469346	G5847
Alistipes inops	1501391	PRJNA260683	260683	FCB group	Bacteroidetes/Chlorobi group	2.30482	56.6	-	JRGF01	66	1774	1687	2014/11/24	2015/09/21	Contig	Pirogov Russian National Research Medical University	SAMN03025286	GCA_000786575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/786/575/GCA_000786575.1_ASM78657v1	26377180	627
Coprobacter secundus	1501392	PRJNA267485	267485	FCB group	Bacteroidetes/Chlorobi group	4.13874	37.8	-	JTDA01	45	3171	2839	2014/12/17	2015/09/21	Contig	Pirogov Russian National Research Medical University	SAMN03196437	GCA_000803105.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/105/GCA_000803105.1_ASM80310v1	-	177
beta proteobacterium AAP99	1523428	PRJNA255566	255566	Proteobacteria	Betaproteobacteria	3.85852	65.4	-	LJIA01	31	3491	3160	2015/09/22	2015/09/22	Contig	Institute of Microbiology, ASCR	SAMN02927146	GCA_001295775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/295/775/GCA_001295775.1_ASM129577v1	-	AAP99
beta proteobacterium AAP65	1523424	PRJNA255561	255561	Proteobacteria	Betaproteobacteria	4.84319	69.6	-	LJHW01	95	4237	3930	2015/09/22	2015/09/22	Contig	Institute of Microbiology, ASCR	SAMN02927141	GCA_001295865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/295/865/GCA_001295865.1_ASM129586v1	-	AAP65
beta proteobacterium AAP121	1523431	PRJNA255570	255570	Proteobacteria	Betaproteobacteria	4.83781	69.5	-	LJID01	189	4278	3963	2015/09/22	2015/09/22	Contig	Institute of Microbiology, ASCR	SAMN02927153	GCA_001295855.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/295/855/GCA_001295855.1_ASM129585v1	-	AAP121
beta proteobacterium AAP51	1523421	PRJNA178653	178653	Proteobacteria	Betaproteobacteria	5.10412	69.7	-	LJHT01	144	4385	4000	2015/09/22	2015/09/22	Contig	Institute of Microbiology, ASCR	SAMN02927138	GCA_001295905.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/295/905/GCA_001295905.1_ASM129590v1	-	AAP51
alpha proteobacterium AAP81b	1523432	PRJNA255571	255571	Proteobacteria	Alphaproteobacteria	3.45004	68.5	-	LJHX01	207	3350	3055	2015/09/22	2015/09/22	Contig	Institute of Microbiology, ASCR	SAMN02927155	GCA_001295935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/295/935/GCA_001295935.1_ASM129593v1	-	AAP81b
alpha proteobacterium AAP38	1523418	PRJNA255551	255551	Proteobacteria	Alphaproteobacteria	5.78456	63.7	-	LJHR01	62	5024	4576	2015/09/22	2015/09/22	Contig	Institute of Microbiology, ASCR	SAMN02925443	GCA_001296005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/296/005/GCA_001296005.1_ASM129600v1	-	AAP38
Pseudomonas libanensis	75588	PRJNA274345	274345	Proteobacteria	Gammaproteobacteria	6.21423	60.2	-	JYLH01	43	5642	5493	2015/11/06	2020/04/09	Contig	Zentralinstitut fuer Ernaehrungs- und Lebensmittelforschung (ZIEL), WZW, TUM	SAMN03328793	GCA_001439685.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/439/685/GCA_001439685.1_G8685	-	DSM 17149
Necropsobacter massiliensis	1400001	PRJEB4626	230345	Proteobacteria	Gammaproteobacteria	2.4934	46.2	-	CDON01	43	2380	2264	2015/01/20	2020/07/20	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA2820929	GCA_000827595.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/595/GCA_000827595.2_Necropsobacter_senegalensis_FF6	-	FF6
Pseudoalteromonas porphyrae	187330	PRJNA293362	293362	Proteobacteria	Gammaproteobacteria	4.84609	39.7	-	LITL01	101	4316	4101	2015/09/24	2020/12/11	Contig	UC Davis	SAMN04001720	GCA_001298415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/415/GCA_001298415.1_ASM129841v1	-	UCD-SED9
Oceanobacillus caeni	405946	PRJNA695652	695652	Terrabacteria group	Firmicutes	3.6012	35.9	-	JAFBDJ01	81	3612	3416	2021/02/19	2021/02/23	Contig	DOE Joint Genome Institute	SAMN17619972	GCA_016908155.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/908/155/GCA_016908155.1_ASM1690815v1	-	DSM 21910
Bosea vaviloviae	1526658	PRJNA316801	316801	Proteobacteria	Alphaproteobacteria	6.71355	65.3684	chromosome:NZ_CP017147.1/CP017147.1; plasmid unnamed1:NZ_CP017148.1/CP017148.1	-	2	6316	6161	2016/09/21	2021/01/06	Complete Genome	All-Russia Research Institute for Agricultural Microbiology	SAMN05730837	GCA_001741865.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/865/GCA_001741865.1_ASM174186v1	25603982	Vaf18
Pseudoalteromonas tetraodonis	43659	PRJNA196225	196225	Proteobacteria	Gammaproteobacteria	4.1284	40.2763	chromosome I:NZ_CP011041.1/CP011041.1; chromosome II:NZ_CP011042.1/CP011042.1	-	2	3769	3579	2017/09/18	2020/04/16	Complete Genome	Shandong University	SAMN03380228	GCA_002310835.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/835/GCA_002310835.1_ASM231083v1	-	GFC
Nostoc piscinale CENA21	224013	PRJNA288507	288507	Terrabacteria group	Cyanobacteria/Melainabacteria group	7.09456	40.5	chromosome:NZ_CP012036.1/CP012036.1	-	1	6223	5343	2015/09/24	2021/01/18	Chromosome	UCSD	SAMN03796038	GCA_001298445.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/445/GCA_001298445.1_ASM129844v1	27034496	CENA21
Psychrobacter urativorans	45610	PRJNA295628	295628	Proteobacteria	Gammaproteobacteria	2.93158	42.0753	chromosome:NZ_CP012678.1/CP012678.1; plasmid 1:NZ_CP012707.1/CP012707.1; plasmid 2:NZ_CP012708.1/CP012708.1; plasmid 3:NZ_CP012709.1/CP012709.1; plasmid 4:NZ_CP012710.1/CP012710.1; plasmid 5:NZ_CP012711.1/CP012711.1	-	6	2507	2380	2015/09/24	2021/02/17	Complete Genome	University of Malaya	SAMN04076494	GCA_001298525.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/525/GCA_001298525.1_ASM129852v1	-	R10.10B
Bathymodiolus azoricus thioautotrophic gill symbiont	235205	PRJEB38228	684098	Proteobacteria	Gammaproteobacteria	2.13074	37.7	-	CAESAP02	405	2282	2082	2021/01/25	2021/01/31	Scaffold	MAX PLANCK INSTITUTE FOR MARINE MICROBIOLOGY	SAMEA6822960	GCA_903166125.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/166/125/GCA_903166125.2_Baz1586R_V2	-	B azoricus SOX Menez Gwen
Propionispora sp. 2/2-37	1677858	PRJEB10695	295672	Terrabacteria group	Firmicutes	4.12151	45.6	-	CYSP01	43	4046	3891	2015/09/14	2020/06/03	Contig	Center for Biotechnology, Bielefeld University	SAMEA3539092	GCA_001298735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/735/GCA_001298735.1_2_2	-	2/2-37
Clostridiales bacterium SIT11	1673726	PRJEB10815	295457	Terrabacteria group	Firmicutes	1.76222	42.7	-	CYUK01	3	-	-	2015/09/23	2015/09/23	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3538360	GCA_001299455.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/299/455/GCA_001299455.1_Ndiopella_massiliensis	-	SIT11
Neofamilia massiliensis	1673724	PRJEB10814	295456	Terrabacteria group	Firmicutes	1.92033	34	-	CYUJ01	3	1839	1756	2015/09/23	2021/03/19	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3538359	GCA_001299475.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/299/475/GCA_001299475.1_Neofamilia_massiliensis	-	SIT13
Actinobacteria bacterium OV320	1592329	PRJNA271678	271678	Terrabacteria group	Actinobacteria	10.1386	71.1	-	LJCX01	38	9164	9077	2015/09/24	2015/09/24	Contig	Oak Ridge National Lab	SAMN03275776	GCA_001298545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/545/GCA_001298545.1_Actinobacteria.strain_OV320_v1.0	-	OV320
Actinobacteria bacterium OK006	1592326	PRJNA271673	271673	Terrabacteria group	Actinobacteria	11.9327	70.1	-	LJCU01	291	10928	10849	2015/09/24	2015/09/24	Contig	Oak Ridge National Lab	SAMN03275747	GCA_001298565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/565/GCA_001298565.1_Actinobacteria.strain_OK006_v1.0	-	OK006
Actinobacteria bacterium OV450	1592328	PRJNA271676	271676	Terrabacteria group	Actinobacteria	9.20205	71.9	-	LJCW01	390	8550	8470	2015/09/24	2015/09/24	Contig	Oak Ridge National Lab	SAMN03275775	GCA_001298555.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/555/GCA_001298555.1_Actinobacteria.strain_OV450_v1.0	-	OV450
Actinobacteria bacterium OK074	1592327	PRJNA271675	271675	Terrabacteria group	Actinobacteria	10.6681	71.4	-	LJCV01	318	9212	9141	2015/09/24	2015/09/24	Contig	Oak Ridge National Lab	SAMN03275768	GCA_001298575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/298/575/GCA_001298575.1_Actinobacteria.strain_OK074_v1.0	-	OK074
Bacillus rubiinfantis	1499680	PRJEB33885	559126	Terrabacteria group	Firmicutes	4.30957	40	-	CABKTQ01	33	4139	3945	2019/08/12	2020/08/31	Contig	EMG	SAMEA5850978	GCA_902375395.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/375/395/GCA_902375395.1_MGYG-HGUT-01475	-	MGYG-HGUT-01475
Granulicatella sp. 572.rep2_STHE	1725362	PRJNA267549	267549	Terrabacteria group	Firmicutes	2.03028	37.5	-	JVBN01	47	2016	1928	2015/07/10	2021/03/19	Contig	University of Washington	SAMN03197775	GCA_001071365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/365/GCA_001071365.1_ASM107136v1	26230489	572.rep2_STHE
Acidovorax caeni	343013	PRJEB17605	351960	Proteobacteria	Betaproteobacteria	4.15233	65.5	-	FPBX01	115	3928	3753	2016/11/02	2020/06/21	Contig	DOE - JOINT GENOME INSTITUTE	SAMN04489707	GCA_900116825.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/825/GCA_900116825.1_IMG-taxon_2634166357_annotated_assembly	-	R-24608
Dehalococcoidia bacterium DG_22	1703393	PRJNA270657	270657	Terrabacteria group	Chloroflexi	1.135	63.5	-	LIZQ01	147	1166	974	2015/09/30	2015/09/30	Scaffold	University of Texas	SAMN03994141	GCA_001302685.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/685/GCA_001302685.1_ASM130268v1	25922666	DG_22
Planctomycetes bacterium DG_20	1703413	PRJNA270657	270657	PVC group	Planctomycetes	2.82157	67.6	-	LIZP01	331	2413	2052	2015/09/30	2015/09/30	Scaffold	University of Texas	SAMN03994140	GCA_001302675.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/675/GCA_001302675.1_ASM130267v1	25922666	DG_20
candidate division Zixibacteria bacterium DG_27	1703423	PRJNA270657	270657	FCB group	candidate division Zixibacteria	1.10197	53.6	-	LIZU01	133	1081	961	2015/09/30	2015/09/30	Contig	University of Texas	SAMN03994145	GCA_001302725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/725/GCA_001302725.1_ASM130272v1	25922666	DG_27
Deltaproteobacteria bacterium DG_8	1703397	PRJNA270657	270657	Proteobacteria	delta/epsilon subdivisions	1.41873	39.1	-	LIZV01	199	1349	1192	2015/09/30	2015/09/30	Contig	University of Texas	SAMN03994146	GCA_001302765.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/765/GCA_001302765.1_ASM130276v1	25922666	DG_8
candidate division WOR-1 bacterium DG_54_3	1703775	PRJNA270657	270657	Terrabacteria group	Cyanobacteria/Melainabacteria group	3.30333	44.8	-	LIZX01	279	3180	2800	2015/09/30	2015/09/30	Scaffold	University of Texas	SAMN03994148	GCA_001302785.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/785/GCA_001302785.1_ASM130278v1	25922666	DG_54_3
candidate division KD3-62 bacterium DG_56	1704032	PRJNA270657	270657	Bacteria incertae sedis	Bacteria candidate phyla	1.23897	64.9	-	LIZY01	144	1139	990	2015/09/30	2015/09/30	Scaffold	University of Texas	SAMN03994149	GCA_001302805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/805/GCA_001302805.1_ASM130280v1	25922666	DG_56
candidate division TA06 bacterium DG_24	1703770	PRJNA270657	270657	Bacteria incertae sedis	Bacteria candidate phyla	2.32372	60.6	-	LIZS01	121	1977	1729	2015/09/30	2015/09/30	Scaffold	University of Texas	SAMN03994143	GCA_001302835.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/835/GCA_001302835.1_ASM130283v1	25922666	DG_24
Planctomycetes bacterium DG_23	1703414	PRJNA270657	270657	PVC group	Planctomycetes	2.02016	52.4	-	LIZR01	173	1973	1748	2015/09/30	2015/09/30	Scaffold	University of Texas	SAMN03994142	GCA_001302825.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/825/GCA_001302825.1_ASM130282v1	25922666	DG_23
Chlorobi bacterium NICIL-2	1662223	PRJNA283641	283641	FCB group	Bacteroidetes/Chlorobi group	2.76736	56.3	-	LDXS01	260	2325	2106	2015/09/28	2016/02/08	Contig	Lawrence Berkeley National Lab	SAMN03653682	GCA_001302225.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/225/GCA_001302225.1_ASM130222v1	26325358	NICIL-2
